12/10/2021-14:13:09.297185  [**] [1:2101620:7] GPL POLICY TRAFFIC Non-Standard IP protocol [**] [Classification: Detection of a non-standard protocol or event] [Priority: 2] {IPv6-ICMP} 2001:0002:0000:0000:0000:0000:0000:0020:135 -> ff02:0000:0000:0000:0000:0001:ff00:0001:0
12/10/2021-14:44:50.431328  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:44:50.634728  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:45:45.354667  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:45:45.561299  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:45:45.768070  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:44:10.351331  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:45:45.971403  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:44:10.554763  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:44:10.758251  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:44:10.961314  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:44:11.164666  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:44:11.368005  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:45:46.174728  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:44:11.571556  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:45:46.378027  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:44:11.778014  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:44:11.984676  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:45:46.581388  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:44:12.191312  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:45:46.784773  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:45:46.988063  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:45:47.191453  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:44:12.397982  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:45:47.398055  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:44:12.601385  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:45:47.601392  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:44:28.645009  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:60614 -> 10.0.2.20:80
12/10/2021-14:44:12.808141  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:45:47.804721  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:44:13.014716  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:45:48.008053  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:44:13.217976  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:45:48.211394  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:44:13.424678  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:45:48.414721  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:44:13.628058  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:45:48.618060  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:44:30.251509  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:60622 -> 10.0.2.20:80
12/10/2021-14:44:13.834700  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:45:48.821391  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:44:14.038081  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:44:50.838063  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:44:14.241390  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:44:51.041393  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:44:14.448012  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:44:51.244704  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:44:51.451332  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:44:14.654762  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:44:51.654794  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:44:14.858071  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:44:51.858056  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:44:52.061314  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:44:15.002296  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:60536 -> 10.0.2.20:80
12/10/2021-14:44:52.268027  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:44:52.471345  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:44:52.674803  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:44:15.061359  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:44:15.264766  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:44:15.468023  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:44:52.878096  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:44:15.671393  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:44:53.081322  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:44:15.878080  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:44:16.084648  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:44:16.288006  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:45:49.024756  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:44:16.494655  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:45:49.228041  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:44:16.701329  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:44:16.904691  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:44:17.108037  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:44:17.311322  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:44:17.514649  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:45:49.431384  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:44:17.718057  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:44:17.924732  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:44:18.131341  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:44:53.284794  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:44:18.334791  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:44:53.488055  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:44:18.538015  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:44:53.691401  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:44:18.612635  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:60560 -> 10.0.2.20:80
12/10/2021-14:44:53.894630  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:44:18.741391  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:44:18.944736  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:44:54.098066  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:44:54.301464  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:44:19.148034  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:44:41.502894  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:60680 -> 10.0.2.20:80
12/10/2021-14:44:19.351395  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:45:49.637995  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:44:19.414910  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:60564 -> 10.0.2.20:80
12/10/2021-14:45:49.841344  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:45:50.048058  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:44:54.504726  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:44:19.554700  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:44:19.757996  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:45:50.251388  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:44:19.961411  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:44:54.708082  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:45:50.454791  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:44:54.911368  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:45:50.658047  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:44:20.168059  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:45:50.861423  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:44:55.114700  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:44:20.371398  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:44:20.574695  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:45:51.064795  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:45:51.268027  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:44:20.781332  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:44:20.984798  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:45:51.471378  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:45:51.674796  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:44:55.318088  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:45:51.878053  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:44:55.524728  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:45:52.081459  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:44:55.728048  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:44:45.519439  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:60702 -> 10.0.2.20:80
12/10/2021-14:44:55.931430  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:45:52.284727  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:44:56.134773  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:45:52.488121  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:44:56.337999  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:44:56.541448  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:44:56.744733  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:45:52.691464  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:44:56.947987  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:45:52.894674  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:44:21.188021  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:44:57.151341  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
