12/10/2021-13:08:45.561960  [**] [1:2101620:7] GPL POLICY TRAFFIC Non-Standard IP protocol [**] [Classification: Detection of a non-standard protocol or event] [Priority: 2] {IPv6-ICMP} fe80:0000:0000:0000:f8f9:36ff:fe3e:0404:133 -> ff02:0000:0000:0000:0000:0000:0000:0002:0
12/10/2021-13:32:19.725735  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43434 -> 10.0.2.20:80
12/10/2021-13:32:19.725735  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43434 -> 10.0.2.20:80
12/10/2021-13:32:44.252087  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43566 -> 10.0.2.20:80
12/10/2021-13:32:44.252087  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43566 -> 10.0.2.20:80
12/10/2021-13:32:20.528335  [**] [1:2003099:7] ET WEB_SERVER Poison Null Byte [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:43438 -> 10.0.2.20:80
12/10/2021-13:32:20.528335  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43438 -> 10.0.2.20:80
12/10/2021-13:32:20.528335  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43438 -> 10.0.2.20:80
12/10/2021-13:32:47.879762  [**] [1:2019526:5] ET WEB_SERVER WEB-PHP phpinfo access [**] [Classification: Information Leak] [Priority: 2] {TCP} 10.0.0.20:43588 -> 10.0.2.20:80
12/10/2021-13:32:15.710824  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43414 -> 10.0.2.20:80
12/10/2021-13:32:15.710824  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43414 -> 10.0.2.20:80
12/10/2021-13:32:34.192775  [**] [1:2221045:1] SURICATA HTTP Unexpected Request body [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.0.20:43512 -> 10.0.2.20:80
12/10/2021-13:32:34.192775  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43512 -> 10.0.2.20:80
12/10/2021-13:32:39.419298  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43540 -> 10.0.2.20:80
12/10/2021-13:32:39.419298  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43540 -> 10.0.2.20:80
12/10/2021-13:32:50.299823  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43600 -> 10.0.2.20:80
12/10/2021-13:32:56.754397  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43632 -> 10.0.2.20:80
12/10/2021-13:32:56.754397  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43632 -> 10.0.2.20:80
12/10/2021-13:32:57.965315  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43638 -> 10.0.2.20:80
12/10/2021-13:32:33.386499  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43506 -> 10.0.2.20:80
12/10/2021-13:32:51.106372  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43604 -> 10.0.2.20:80
12/10/2021-13:33:13.665686  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43724 -> 10.0.2.20:80
12/10/2021-13:32:40.627818  [**] [1:2003704:7] ET WEB_SPECIFIC_APPS AForum Remote Inclusion func.php CommonAbsDir [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:43548 -> 10.0.2.20:80
12/10/2021-13:32:43.446435  [**] [1:2003099:7] ET WEB_SERVER Poison Null Byte [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:43562 -> 10.0.2.20:80
12/10/2021-13:32:43.446435  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43562 -> 10.0.2.20:80
12/10/2021-13:32:43.446435  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43562 -> 10.0.2.20:80
12/10/2021-13:32:38.613685  [**] [1:2003099:7] ET WEB_SERVER Poison Null Byte [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:43536 -> 10.0.2.20:80
12/10/2021-13:32:38.613685  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43536 -> 10.0.2.20:80
12/10/2021-13:32:38.613685  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43536 -> 10.0.2.20:80
12/10/2021-13:32:41.029398  [**] [1:2003099:7] ET WEB_SERVER Poison Null Byte [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:43550 -> 10.0.2.20:80
12/10/2021-13:32:41.029398  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43550 -> 10.0.2.20:80
12/10/2021-13:32:41.029398  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43550 -> 10.0.2.20:80
12/10/2021-13:32:42.640094  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43558 -> 10.0.2.20:80
12/10/2021-13:32:42.640094  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43558 -> 10.0.2.20:80
12/10/2021-13:32:51.912097  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43608 -> 10.0.2.20:80
12/10/2021-13:32:51.912097  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43608 -> 10.0.2.20:80
12/10/2021-13:32:54.728853  [**] [1:2221002:1] SURICATA HTTP request field missing colon [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.0.20:43622 -> 10.0.2.20:80
12/10/2021-13:32:57.562258  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43636 -> 10.0.2.20:80
12/10/2021-13:32:57.160034  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43634 -> 10.0.2.20:80
12/10/2021-13:32:57.160034  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43634 -> 10.0.2.20:80
12/10/2021-13:32:58.369078  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43640 -> 10.0.2.20:80
12/10/2021-13:33:39.789373  [**] [1:2221002:1] SURICATA HTTP request field missing colon [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.0.20:43860 -> 10.0.2.20:80
12/10/2021-13:33:14.472036  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:43728 -> 10.0.2.20:80
12/10/2021-13:33:14.472036  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43728 -> 10.0.2.20:80
12/10/2021-13:33:40.591588  [**] [1:2221002:1] SURICATA HTTP request field missing colon [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.0.20:43864 -> 10.0.2.20:80
12/10/2021-13:33:33.766261  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:43826 -> 10.0.2.20:80
12/10/2021-13:33:14.874389  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43730 -> 10.0.2.20:80
12/10/2021-13:33:16.484007  [**] [1:2003957:8] ET WEB_SPECIFIC_APPS Jetbox CMS SQL Injection Attempt -- index.php view SELECT [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:43738 -> 10.0.2.20:80
12/10/2021-13:33:16.484007  [**] [1:2004313:6] ET WEB_SPECIFIC_APPS WBBlog SQL Injection Attempt -- index.php e_id SELECT [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:43738 -> 10.0.2.20:80
12/10/2021-13:33:16.484007  [**] [1:2006445:14] ET WEB_SERVER Possible SQL Injection Attempt SELECT FROM [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:43738 -> 10.0.2.20:80
12/10/2021-13:33:16.484007  [**] [1:2006609:7] ET WEB_SPECIFIC_APPS iWare Professional SQL Injection Attempt -- index.php D SELECT [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:43738 -> 10.0.2.20:80
12/10/2021-13:33:16.484007  [**] [1:2011042:6] ET WEB_SERVER MYSQL SELECT CONCAT SQL Injection Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:43738 -> 10.0.2.20:80
12/10/2021-13:33:16.484007  [**] [1:2017808:3] ET WEB_SERVER Possible MySQL SQLi Attempt Information Schema Access [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:43738 -> 10.0.2.20:80
12/10/2021-13:33:16.484007  [**] [1:2021992:3] ET WEB_SPECIFIC_APPS Possible Joomla SQLi Attempt (CVE-2015-7297 CVE-2015-7857 CVE-2015-7858) [**] [Classification: Attempted Administrator Privilege Gain] [Priority: 1] {TCP} 10.0.0.20:43738 -> 10.0.2.20:80
12/10/2021-13:33:35.373022  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43834 -> 10.0.2.20:80
12/10/2021-13:33:35.373022  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43834 -> 10.0.2.20:80
12/10/2021-13:33:15.275446  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43732 -> 10.0.2.20:80
12/10/2021-13:33:36.978350  [**] [1:2003179:10] ET POLICY exe download without User Agent [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:43842 -> 10.0.2.20:80
12/10/2021-13:33:36.978350  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:43842 -> 10.0.2.20:80
12/10/2021-13:33:36.978350  [**] [1:2016141:7] ET INFO Executable Download from dotted-quad Host [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.0.20:43842 -> 10.0.2.20:80
12/10/2021-13:33:36.978350  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43842 -> 10.0.2.20:80
12/10/2021-13:33:17.692872  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43746 -> 10.0.2.20:80
12/10/2021-13:33:17.290019  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43744 -> 10.0.2.20:80
12/10/2021-13:33:18.094430  [**] [1:2022039:3] ET WEB_CLIENT Possible vBulletin object injection vulnerability Attempt [**] [Classification: Attempted Administrator Privilege Gain] [Priority: 1] {TCP} 10.0.0.20:43748 -> 10.0.2.20:80
12/10/2021-13:33:18.094430  [**] [1:2003099:7] ET WEB_SERVER Poison Null Byte [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:43748 -> 10.0.2.20:80
12/10/2021-13:33:18.094430  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43748 -> 10.0.2.20:80
12/10/2021-13:33:40.992597  [**] [1:2221002:1] SURICATA HTTP request field missing colon [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.0.20:43866 -> 10.0.2.20:80
12/10/2021-13:33:56.244626  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:43946 -> 10.0.2.20:80
12/10/2021-13:33:56.244626  [**] [1:2014704:8] ET WEB_SPECIFIC_APPS PHP-CGI query string parameter vulnerability [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:43946 -> 10.0.2.20:80
12/10/2021-13:33:32.963560  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:43822 -> 10.0.2.20:80
12/10/2021-13:33:57.449214  [**] [1:2003099:7] ET WEB_SERVER Poison Null Byte [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:43954 -> 10.0.2.20:80
12/10/2021-13:33:57.449214  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43954 -> 10.0.2.20:80
12/10/2021-13:33:57.449214  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43954 -> 10.0.2.20:80
12/10/2021-13:33:34.569894  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:43830 -> 10.0.2.20:80
12/10/2021-13:33:31.358137  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:43814 -> 10.0.2.20:80
12/10/2021-13:33:32.160192  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:43818 -> 10.0.2.20:80
12/10/2021-13:33:36.175384  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43838 -> 10.0.2.20:80
12/10/2021-13:33:36.175384  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43838 -> 10.0.2.20:80
12/10/2021-13:34:00.662329  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:43970 -> 10.0.2.20:80
12/10/2021-13:33:37.379972  [**] [1:2010920:9] ET WEB_SERVER Exploit Suspected PHP Injection Attack (cmd=) [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:43844 -> 10.0.2.20:80
12/10/2021-13:33:37.781811  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43846 -> 10.0.2.20:80
12/10/2021-13:34:02.268714  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:43978 -> 10.0.2.20:80
12/10/2021-13:34:02.268714  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43978 -> 10.0.2.20:80
12/10/2021-13:34:20.743473  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:44076 -> 10.0.2.20:80
12/10/2021-13:34:20.743473  [**] [1:2100981:15] GPL EXPLOIT unicode directory traversal attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:44076 -> 10.0.2.20:80
12/10/2021-13:34:20.743473  [**] [1:2009361:8] ET WEB_SERVER cmd.exe In URI - Possible Command Execution Attempt [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44076 -> 10.0.2.20:80
12/10/2021-13:34:20.743473  [**] [1:2009362:7] ET WEB_SERVER /system32/ in Uri - Possible Protected Directory Access Attempt [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44076 -> 10.0.2.20:80
12/10/2021-13:33:40.190490  [**] [1:2221002:1] SURICATA HTTP request field missing colon [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.0.20:43862 -> 10.0.2.20:80
12/10/2021-13:34:23.152066  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:44088 -> 10.0.2.20:80
12/10/2021-13:34:23.152066  [**] [1:2100981:15] GPL EXPLOIT unicode directory traversal attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:44088 -> 10.0.2.20:80
12/10/2021-13:34:23.152066  [**] [1:2009361:8] ET WEB_SERVER cmd.exe In URI - Possible Command Execution Attempt [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44088 -> 10.0.2.20:80
12/10/2021-13:34:23.152066  [**] [1:2009362:7] ET WEB_SERVER /system32/ in Uri - Possible Protected Directory Access Attempt [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44088 -> 10.0.2.20:80
12/10/2021-13:34:23.955758  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:44092 -> 10.0.2.20:80
12/10/2021-13:34:23.955758  [**] [1:2100982:12] GPL EXPLOIT unicode directory traversal attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:44092 -> 10.0.2.20:80
12/10/2021-13:34:23.955758  [**] [1:2009361:8] ET WEB_SERVER cmd.exe In URI - Possible Command Execution Attempt [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44092 -> 10.0.2.20:80
12/10/2021-13:34:23.955758  [**] [1:2009362:7] ET WEB_SERVER /system32/ in Uri - Possible Protected Directory Access Attempt [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44092 -> 10.0.2.20:80
12/10/2021-13:34:27.570258  [**] [1:2101108:14] GPL WEB_SERVER Tomcat server snoop access [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44110 -> 10.0.2.20:80
12/10/2021-13:34:31.187137  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44128 -> 10.0.2.20:80
12/10/2021-13:33:52.631147  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:43928 -> 10.0.2.20:80
12/10/2021-13:33:52.631147  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43928 -> 10.0.2.20:80
12/10/2021-13:33:51.025374  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43920 -> 10.0.2.20:80
12/10/2021-13:33:53.834512  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43934 -> 10.0.2.20:80
12/10/2021-13:34:05.479724  [**] [1:2221002:1] SURICATA HTTP request field missing colon [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.0.20:43994 -> 10.0.2.20:80
12/10/2021-13:34:05.479724  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43994 -> 10.0.2.20:80
12/10/2021-13:34:05.479724  [**] [1:2610180:1] TGI HUNT directory traversal chars in HTTP Request Header [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 10.0.0.20:43994 -> 10.0.2.20:80
12/10/2021-13:33:55.039225  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:43940 -> 10.0.2.20:80
12/10/2021-13:33:55.039225  [**] [1:2014704:8] ET WEB_SPECIFIC_APPS PHP-CGI query string parameter vulnerability [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:43940 -> 10.0.2.20:80
12/10/2021-13:33:58.653410  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:43960 -> 10.0.2.20:80
12/10/2021-13:33:59.858271  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:43966 -> 10.0.2.20:80
12/10/2021-13:34:17.532454  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:44060 -> 10.0.2.20:80
12/10/2021-13:34:17.532454  [**] [1:2100981:15] GPL EXPLOIT unicode directory traversal attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:44060 -> 10.0.2.20:80
12/10/2021-13:34:17.532454  [**] [1:2009361:8] ET WEB_SERVER cmd.exe In URI - Possible Command Execution Attempt [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44060 -> 10.0.2.20:80
12/10/2021-13:34:17.532454  [**] [1:2009362:7] ET WEB_SERVER /system32/ in Uri - Possible Protected Directory Access Attempt [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44060 -> 10.0.2.20:80
12/10/2021-13:34:01.465315  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:43974 -> 10.0.2.20:80
12/10/2021-13:34:21.947560  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:44082 -> 10.0.2.20:80
12/10/2021-13:34:21.947560  [**] [1:2100981:15] GPL EXPLOIT unicode directory traversal attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:44082 -> 10.0.2.20:80
12/10/2021-13:34:21.947560  [**] [1:2009361:8] ET WEB_SERVER cmd.exe In URI - Possible Command Execution Attempt [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44082 -> 10.0.2.20:80
12/10/2021-13:34:21.947560  [**] [1:2009362:7] ET WEB_SERVER /system32/ in Uri - Possible Protected Directory Access Attempt [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44082 -> 10.0.2.20:80
12/10/2021-13:34:55.717381  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:44256 -> 10.0.2.20:80
12/10/2021-13:34:55.717381  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44256 -> 10.0.2.20:80
12/10/2021-13:34:05.880878  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43996 -> 10.0.2.20:80
12/10/2021-13:34:06.282056  [**] [1:2021005:3] ET WEB_SPECIFIC_APPS Vulnerable Magento Adminhtml Access [**] [Classification: Attempted Administrator Privilege Gain] [Priority: 1] {TCP} 10.0.0.20:43998 -> 10.0.2.20:80
12/10/2021-13:34:06.282056  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:43998 -> 10.0.2.20:80
12/10/2021-13:34:57.326750  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:44264 -> 10.0.2.20:80
12/10/2021-13:34:57.326750  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44264 -> 10.0.2.20:80
